#--- Do not edit. Generated automatically from fig10 ---
#Time_sec,Time_min,Time_hr,A1: K-,sOD=0.25, sϕ=0,A2: K-,sOD=0.25, sϕ=3^-1,A3: K-,sOD=0.25, sϕ=3^-2,A4: K-,sOD=0.25, sϕ=3^-3,A5: K-,sOD=0.25, sϕ=0,A6: K-,sOD=0.25, sϕ=3^-1,A7: K-,sOD=0.25, sϕ=3^-2,A8: K-,sOD=0.25, sϕ=3^-3,A9: K-,sOD=0.25, sϕ=0,A10: K-,sOD=0.25, sϕ=3^-1,A11: K-,sOD=0.25, sϕ=3^-2,A12: K-,sOD=0.25, sϕ=3^-3,B1: K-,sOD=0.125, sϕ=0,B2: K-,sOD=0.125, sϕ=3^-1,B3: K-,sOD=0.125, sϕ=3^-2,B4: K-,sOD=0.125, sϕ=3^-3,B5: K-,sOD=0.125, sϕ=0,B6: K-,sOD=0.125, sϕ=3^-1,B7: K-,sOD=0.125, sϕ=3^-2,B8: K-,sOD=0.125, sϕ=3^-3,B9: K-,sOD=0.125, sϕ=0,B10: K-,sOD=0.125, sϕ=3^-1,B11: K-,sOD=0.125, sϕ=3^-2,B12: K-,sOD=0.125, sϕ=3^-3,C1: K-,sOD=0.0625, sϕ=0,C2: K-,sOD=0.0625, sϕ=3^-1,C3: K-,sOD=0.0625, sϕ=3^-2,C4: K-,sOD=0.0625, sϕ=3^-3,C5: K-,sOD=0.0625, sϕ=0,C6: K-,sOD=0.0625, sϕ=3^-1,C7: K-,sOD=0.0625, sϕ=3^-2,C8: K-,sOD=0.0625, sϕ=3^-3,C9: K-,sOD=0.0625, sϕ=0,C10: K-,sOD=0.0625, sϕ=3^-1,C11: K-,sOD=0.0625, sϕ=3^-2,C12: K-,sOD=0.0625, sϕ=3^-3,D1: K-,sOD=0.03125, sϕ=0,D2: K-,sOD=0.03125, sϕ=3^-1,D3: K-,sOD=0.03125, sϕ=3^-2,D4: K-,sOD=0.03125, sϕ=3^-3,D5: K-,sOD=0.03125, sϕ=0,D6: K-,sOD=0.03125, sϕ=3^-1,D7: K-,sOD=0.03125, sϕ=3^-2,D8: K-,sOD=0.03125, sϕ=3^-3,D9: K-,sOD=0.03125, sϕ=0,D10: K-,sOD=0.03125, sϕ=3^-1,D11: K-,sOD=0.03125, sϕ=3^-2,D12: K-,sOD=0.03125, sϕ=3^-3,E1: K+,sOD=0.25, sϕ=0,E2: K+,sOD=0.25, sϕ=3^-1,E3: K+,sOD=0.25, sϕ=3^-,E4: K+,sOD=0.25, sϕ=3^-3,E5: K+,sOD=0.25, sϕ=0,E6: K+,sOD=0.25, sϕ=3^-1,E7: K+,sOD=0.25, sϕ=3^-2,E8: K+,sOD=0.25, sϕ=3^-3,E9: K+,sOD=0.25, sϕ=0,E10: K+,sOD=0.25, sϕ=3^-1,E11: K+,sOD=0.25, sϕ=3^-2,E12: K+,sOD=0.25, sϕ=3^-3,F1: K+,sOD=0.125, sϕ=0,F2: K+,sOD=0.125, sϕ=3^-1,F3: K+,sOD=0.125, sϕ=3^-2,F4: K+,sOD=0.125, sϕ=3^-3,F5: K+,sOD=0.125, sϕ=0,F6: K+,sOD=0.125, sϕ=3^-1,F7: K+,sOD=0.125, sϕ=3^-2,F8: K+,sOD=0.125, sϕ=3^-3,F9: K+,sOD=0.125, sϕ=0,F10: K+,sOD=0.125, sϕ=3^-1,F11: K+,sOD=0.125, sϕ=3^-2,F12: K+,sOD=0.125, sϕ=3^-3,G1: K+,sOD=0.0625, sϕ=0,G2: K+,sOD=0.0625, sϕ=3^-1,G3: K+,sOD=0.0625, sϕ=3^-2,G4: K+,sOD=0.0625, sϕ=3^-3,G5: K+,sOD=0.0625, sϕ=0,G6: K+,sOD=0.0625, sϕ=3^-1,G7: K+,sOD=0.0625, sϕ=3^-2,G8: K+,sOD=0.0625, sϕ=3^-3,G9: K+,sOD=0.0625, sϕ=0,G10: K+,sOD=0.0625, sϕ=3^-1,G11: K+,sOD=0.0625, sϕ=3^-2,G12: K+,sOD=0.0625, sϕ=3^-3,H1: K+,sOD=0.03125, sϕ=0,H2: K+,sOD=0.03125, sϕ=3^-1,H3: K+,sOD=0.03125, sϕ=3^-2,H4: K+,sOD=0.03125, sϕ=3^-3,H5: K+,sOD=0.03125, sϕ=0,H6: K+,sOD=0.03125, sϕ=3^-1,H7: K+,sOD=0.03125, sϕ=3^-2,H8: K+,sOD=0.03125, sϕ=3^-3,H9: K+,sOD=0.03125, sϕ=0,H10: K+,sOD=0.03125, sϕ=3^-1,H11: K+,sOD=0.03125, sϕ=3^-2,H12: K+,sOD=0.03125, sϕ=3^-3
Time_sec,Time,Time_hr,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
44960,749.333333333333,12.4888888888889,110959376,110537982,124910234,129916170,111804799,159661867,99093967,121780890,144122060,158632666,165914732,155567182,117821461,108861186,120453092,120894803,115221708,133624993,149038755,129916170,146569008,153541925,124460511,163293170,116951339,116951339,108444179,121780890,135030647,142664813,132227443,123116693,142180881,145098107,145587496,161212593,108444179,125812356,113506204,119572334,119572334,135030647,135501001,135501001,135972258,149038755,169091242,152534806,775949,55574846,46974234,42836363,1052372,53565015,48578563,44879846,1287649,68150528,58217402,57920527,81530,76846033,67504966,59112925,103359,76157068,70765992,65271582,169301,84283839,83921193,75813846,7749,77191777,67183429,60015802,15353,68150528,65905557,57329222,20122,75129918,80341367,76846033,263,55574846,30147923,46182860,1170,53281136,51594827,52153701,1170,65905557,62768676,52153701
45860,764.333333333333,12.7388888888889,113933757,113079532,128083301,133624993,114362192,164863326,103102663,125812356,148542979,163815629,170692056,162771638,119572334,111381648,122670535,123563741,118257850,136917479,151531355,133624993,152032622,160177852,127627323,169091242,120012269,119572334,111804799,124460511,139296349,147061131,135972258,127627323,148048117,148048117,150531569,165914732,110959376,128997943,117821461,123563741,122225268,137391444,139774838,138342087,139296349,153037906,172839526,158632666,775949,57329222,48309174,43851755,1052372,55285294,50211741,46974234,1246768,70436148,60621811,61231098,81530,78583165,70107137,62459518,103359,78933118,73772122,68474553,169301,87585939,87585939,79635554,7749,79988038,70107137,62768676,15353,71096669,70436148,60015802,20122,78583165,84283839,82479096,263,58515093,33374871,48309174,263,55285294,53849703,55285294,1170,68474553,65905557,55574846
46760,779.333333333333,12.9888888888889,115221708,114362192,132227443,137866313,116951339,170692056,107198415,130376629,153541925,168559499,175544875,169091242,123116693,113506204,125360849,127172240,120453092,139296349,154552716,137866313,157095779,165388565,132227443,175001935,122225268,121337402,113933757,127172240,143149653,151031004,139774838,132227443,154552716,152534806,158632666,170692056,113079532,133158243,119572334,124910234,125360849,141215742,144609628,144122060,142664813,158119449,175544875,165914732,744382,58813600,49664138,46182860,1052372,57329222,51873861,48578563,1246768,72762562,62768676,63701087,71589,80695540,72762562,65905557,103359,81406424,76501131,71428179,169301,90579165,90579165,82838348,7749,82838348,73434766,66223784,15353,74449344,74110314,63389460,20122,82120692,87957101,86846176,263,61231098,36543964,50762561,263,57624467,56448374,58217402,1170,72093701,69451610,58515093
47660,794.333333333333,13.2388888888889,118257850,116084756,135030647,141697858,119572334,180473502,110537982,134092643,157607153,173918861,180473502,175001935,124460511,116084756,127627323,130376629,124011680,142664813,157607153,141697858,163815629,168559499,135972258,183244498,124011680,124460511,116084756,129456608,146569008,153037906,144122060,138818765,160177852,155567182,161212593,177179313,115652790,133624993,120453092,126264757,129456608,144122060,148542979,150033050,146569008,161731350,179922123,172839526,744382,60318397,51316600,47505811,1015493,58813600,53565015,50211741,1246768,74449344,64326811,66223784,71589,82120692,74789212,68474553,103359,83198448,78583165,74110314,154811,92860062,92096330,85376877,7749,85376877,76157068,69125094,15353,77191777,76846033,66862719,20122,85376877,91336032,91336032,263,64013537,39623711,52998065,263,60015802,58515093,61231098,1170,75813846,73772122,61536972
48560,809.333333333333,13.4888888888889,121780890,120012269,139296349,146077796,122670535,186039042,115652790,139296349,162771638,179371684,185478247,179922123,127172240,119133286,130376629,134561195,127172240,147061131,160177852,145587496,168559499,175001935,142180881,189423650,127172240,127172240,119133286,131763392,151531355,158632666,149038755,145098107,164339014,160694760,166441827,182133277,117385958,137391444,125360849,129456608,133158243,149038755,154046861,155059489,149535445,168028687,183801522,181579078,713477,61536972,52998065,49391540,1015493,60621811,54996554,51873861,1206554,76846033,66542838,69125094,71589,83921193,76846033,71428179,92120,85742925,80341367,76501131,154811,95949403,94784441,88329116,7749,87957101,78933118,72093701,11229,79283914,80341367,69778957,20122,88701986,94784441,94784441,263,68799408,42333421,54996554,263,63389460,62151181,64013537,1170,79635554,77885787,64640909
49460,824.333333333333,13.7388888888889,124910234,122225268,144122060,150531569,125812356,191698982,120012269,143635402,166441827,183801522,189423650,185478247,130376629,121780890,133158243,139296349,130837985,150531569,163815629,148542979,174459931,177725999,146077796,194564485,129916170,130376629,122225268,135501001,155567182,162771638,153541925,150531569,171227524,165388565,171227524,187727092,120453092,140254233,126264757,132692393,136917479,151531355,160177852,162771638,152032622,172301259,188857185,189991062,713477,62459518,53849703,50486749,1015493,61536972,56448374,52998065,1206554,78583165,68474553,71428179,71589,85742925,78933118,73098246,92120,87957101,82838348,78933118,154811,97908270,97122132,90579165,7749,90202018,81406424,75129918,15353,81406424,82479096,73098246,20122,91336032,97514769,98302637,263,72093701,44879846,57034792,1170,66542838,66223784,66542838,1170,82120692,81406424,68799408
50360,839.333333333333,13.9888888888889,128540174,125360849,148048117,154046861,128540174,199198734,124011680,148542979,170157520,187727092,192270184,189991062,132227443,125812356,135501001,142180881,134561195,153541925,164863326,152032622,178822184,183801522,151031004,200952304,133624993,133158243,124910234,137391444,160177852,165388565,158119449,156075794,176633564,168559499,176633564,193989485,124910234,141215742,128540174,133158243,140734534,155567182,163293170,166969851,154552716,177725999,193415436,196295189,683234,63389460,55285294,52153701,979279,63389460,57920527,54708626,1206554,80341367,69125094,73098246,71589,87585939,80341367,75813846,92120,89450291,84647335,81406424,154811,99490932,98302637,92477767,7749,92096330,83198448,77191777,15353,83559396,84647335,75813846,20122,93627232,99490932,101087460,263,74449344,47239623,59413066,263,69125094,68799408,69125094,1170,85376877,84647335,72427714
51260,854.333333333333,14.2388888888889,132692393,130376629,152534806,158632666,131763392,204485243,129916170,153037906,173918861,192270184,195140435,193989485,136444417,129456608,138818765,146077796,137866313,157607153,166969851,157607153,183801522,191128727,157095779,204485243,136917479,136444417,128997943,141215742,164339014,170692056,162251031,161731350,182133277,172839526,183801522,198034458,126718052,145098107,130376629,135501001,145587496,158632666,169091242,175544875,159661867,183244498,198616119,201538737,653653,64326811,56741176,53565015,979279,64326811,59112925,56156385,1167008,81406424,71096669,75471462,71589,89450291,82120692,78234055,92120,91715752,86846176,83559396,154811,101488762,101890933,95171899,7749,94012108,85376877,79283914,11229,85742925,86846176,78583165,20122,95949403,103508314,103914836,263,77538361,49391540,61843666,263,71428179,71428179,73434766,1170,87585939,87215631,75813846
52160,869.333333333333,14.4888888888889,137391444,134561195,157607153,163815629,135030647,209249474,135972258,158119449,177725999,196873993,198616119,198034458,139296349,135030647,143149653,151031004,141697858,161731350,170157520,162251031,188857185,193415436,164863326,210450134,140734534,140734534,132692393,146077796,169623915,176088751,165914732,167498804,187163464,177179313,188857185,202126126,129456608,148542979,133624993,138818765,151531355,162771638,176088751,181025820,163293170,190559421,203303771,209249474,653653,64955833,57920527,54708626,979279,65905557,60318397,57920527,1167008,83559396,73434766,77885787,62296,90202018,83559396,80341367,92120,93243217,89075711,86109823,154811,105139630,103914836,97908270,7749,95949403,87215631,81406424,11229,87957101,89825726,80695540,20122,98302637,105960523,106372279,263,80341367,51594827,65588156,263,73772122,74110314,76501131,1170,89825726,89825726,78933118
53060,884.333333333333,14.7388888888889,141697858,138818765,161731350,166969851,139296349,215900769,140254233,160694760,180473502,199198734,202714470,202126126,142180881,138342087,145098107,154552716,145587496,164863326,173918861,165388565,191698982,198034458,168559499,211654642,145587496,144122060,135972258,150033050,172839526,180473502,171763925,172839526,192270184,181025820,191698982,207455691,133624993,150531569,134561195,141697858,156585326,168028687,180473502,187727092,167498804,192842335,206859684,212863001,624732,65905557,58515093,56156385,979279,66862719,61843666,58515093,1167008,83921193,74449344,79635554,62296,92096330,85742925,82479096,92120,94397844,90579165,87215631,140972,107198415,104730493,98697869,7749,97908270,89450291,83198448,15353,89825726,91336032,83198448,20122,99888763,108444179,109279069,263,82479096,54135200,68150528,1170,75813846,76501131,79988038,1170,91715752,91715752,82120692
53960,899.333333333333,14.9888888888889,147061131,144122060,166441827,170157520,142664813,220194220,145098107,164863326,183801522,203303771,205077416,204485243,145587496,144122060,149535445,159146805,150033050,168559499,175544875,170692056,196295189,203303771,174459931,215900769,150531569,149038755,140734534,154552716,177725999,185478247,176633564,178273622,195717337,184359487,195717337,209249474,137391444,155567182,138818765,146569008,163293170,172839526,186600781,195140435,170692056,198616119,212863001,218348366,624732,66862719,59714025,57034792,979279,67504966,62459518,60318397,1167008,88329116,75813846,80695540,62296,94012108,86846176,84283839,92120,96339449,92477767,89450291,140972,109279069,108861186,100287461,7749,99888763,90957170,85011681,11229,90579165,93627232,85011681,20122,102697883,110959376,111381648,263,85011681,56741176,70436148,263,77885787,78933118,82120692,1170,94012108,94012108,84647335
54860,914.333333333333,15.2388888888889,151531355,148542979,169623915,173918861,145587496,225784143,148542979,167498804,186600781,205670546,207455691,208052658,149038755,147554168,153037906,162771638,154046861,172301259,179371684,175001935,199782303,207455691,177725999,219577967,155059489,152534806,144609628,158119449,181025820,188857185,179371684,182133277,199198734,187727092,199198734,213468625,142180881,159661867,141697858,149535445,168559499,176088751,192270184,201538737,175544875,202714470,216511219,222048793,624732,67183429,60621811,58515093,943730,68474553,63078657,61231098,1128129,90202018,76157068,81406424,62296,94784441,87957101,85742925,81530,99093967,92860062,90202018,140972,109697829,111381648,101488762,7749,101087460,92477767,87215631,11229,92477767,94784441,86846176,20122,104730493,113079532,113506204,263,87215631,59413066,72427714,263,80341367,81050559,83921193,1170,95560220,95560220,87215631
55760,929.333333333333,15.4888888888889,154552716,153037906,171763925,176633564,148048117,229554507,152032622,170692056,188857185,207455691,209249474,211051907,152534806,153037906,156075794,166969851,157607153,175001935,180473502,177725999,202714470,205670546,182133277,221429633,160177852,156585326,148542979,162251031,184359487,193415436,183801522,186039042,201538737,189991062,200952304,217122634,147554168,164339014,144609628,152032622,173918861,179371684,196295189,205670546,178822184,206264636,218962682,225784143,596472,67827333,60926045,59112925,943730,69451610,64013537,61843666,1128129,89825726,77191777,83198448,62296,97122132,89075711,86846176,81530,100687026,94784441,92860062,140972,110537982,111804799,103102663,7749,102697883,94012108,88701986,11229,94397844,96339449,89075711,20122,106784910,114362192,115221708,263,88701986,63701087,74449344,1170,82479096,84283839,86846176,1170,97514769,97908270,90202018
56660,944.333333333333,15.7388888888889,159146805,157095779,174459931,178273622,150033050,233359977,155567182,172839526,190559421,209849323,210450134,214075214,156075794,157095779,158632666,169623915,160177852,176633564,182688417,180473502,203894028,208650586,185478247,225159156,164339014,159146805,151031004,165914732,186600781,196295189,187163464,188291666,203894028,192270184,205670546,218348366,151531355,166969851,148048117,155567182,177179313,183801522,198616119,208052658,182133277,209849323,222048793,228923678,596472,68474553,61536972,60015802,943730,70107137,64640909,62768676,1128129,90202018,78234055,84647335,62296,99490932,90202018,89075711,81530,101488762,96730358,93243217,140972,110117467,112653741,104322229,7749,104322229,95560220,90202018,11229,95560220,97908270,90202018,20122,108028049,117385958,116951339,263,90957170,66542838,76157068,263,84647335,86477573,88329116,1170,99093967,99490932,92096330
57560,959.333333333333,15.9888888888889,162771638,162771638,178822184,182133277,153037906,235916507,159146805,175544875,193415436,211654642,213468625,215900769,160694760,161212593,163293170,173378726,163815629,181025820,184918395,183801522,208052658,212863001,187727092,227664943,169091242,164339014,156585326,170692056,191128727,201538737,189991062,193415436,205670546,195717337,206859684,221429633,156585326,173918861,153037906,159146805,184359487,188857185,203303771,214075214,186039042,214682767,225784143,232723290,596472,68799408,62151181,60926045,908846,71760523,65905557,64013537,1128129,90202018,80695540,85742925,62296,100687026,92096330,89450291,81530,102293973,99490932,95171899,127784,112228830,113506204,106372279,7749,105960523,96730358,92096330,11229,97122132,99093967,92096330,15353,111804799,120453092,118695125,263,92860062,69451610,77885787,263,87215631,88701986,90202018,1170,101488762,101890933,94784441
58460,974.333333333333,16.2388888888889,165914732,166441827,180473502,184359487,154552716,237844186,162251031,177725999,196295189,214075214,215291286,218962682,164863326,164863326,165914732,176088751,166441827,183244498,187727092,186600781,210450134,218348366,192842335,228293823,172839526,168028687,159146805,173378726,193989485,203894028,193989485,196873993,210450134,198034458,208650586,223290025,160177852,177725999,156585326,163293170,188291666,192270184,207455691,216511219,189991062,217122634,227664943,233997642,568871,69778957,62768676,61536972,908846,72762562,65905557,64640909,1089917,90202018,81406424,86477573,53650,101087460,94012108,90957170,81530,102697883,101087460,96730358,127784,111804799,114791509,109279069,4913,107612794,97908270,93243217,11229,98302637,100287461,92860062,15353,113506204,123116693,120012269,263,94397844,72093701,79635554,263,89450291,90579165,92096330,1170,102697883,103102663,96730358
59360,989.333333333333,16.4888888888889,168559499,169091242,182688417,187163464,157095779,241076606,164863326,180473502,198616119,216511219,217122634,220194220,168559499,169091242,168028687,178822184,169091242,185478247,189423650,188857185,211654642,217122634,195140435,230819092,177179313,170692056,162771638,176633564,195717337,205670546,195717337,199198734,211051907,199198734,211051907,224535141,164339014,182133277,159661867,167498804,191698982,195717337,210450134,218962682,193415436,219577967,228293823,238488707,568871,70765992,63389460,62459518,908846,73098246,66223784,65271582,1128129,90202018,81406424,88329116,53650,101488762,94784441,92096330,81530,102697883,100687026,99093967,127784,110959376,113506204,109697829,7749,110537982,99888763,94784441,11229,99490932,101488762,94784441,20122,113933757,122670535,120894803,263,95949403,74110314,81763134,263,92096330,92860062,94012108,1170,103914836,105139630,98697869
60260,1004.3333333333301,16.738888888888802,171763925,174459931,187163464,191128727,159661867,243680231,169091242,183244498,200952304,218962682,220811442,222668924,172301259,173378726,172301259,181025820,171763925,188291666,191698982,192270184,213468625,223290025,198034458,233359977,181025820,174459931,165388565,180473502,199198734,208650586,198034458,203303771,214075214,203303771,214075214,228293823,169623915,187163464,163815629,170157520,196873993,198616119,213468625,222048793,197453749,222668924,230819092,241726037,541931,71760523,64013537,62768676,908846,73098246,67827333,66223784,1089917,90202018,81763134,90202018,53650,101890933,95171899,93243217,71589,103508314,102293973,100287461,127784,111381648,113933757,110117467,7749,112228830,101488762,96339449,11229,101087460,103102663,96730358,15353,116084756,124460511,124460511,263,97514769,76501131,83559396,263,94397844,94784441,95949403,1170,105549640,107198415,101087460
61160,1019.3333333333301,16.988888888888802,174459931,176088751,189991062,193415436,161731350,244987949,172301259,184359487,202714470,221429633,222048793,225159156,175544875,176633564,175001935,184359487,175544875,191128727,194564485,195140435,215900769,225159156,200952304,234636285,183244498,178822184,168028687,183801522,200366826,211051907,200366826,205077416,214682767,205077416,217122634,228923678,172839526,191698982,168559499,173378726,200366826,200952304,217735016,225784143,200952304,225159156,233997642,244987949,541931,71096669,63701087,63078657,874626,73434766,67827333,66862719,1089917,89450291,81050559,90579165,53650,101488762,95171899,94012108,71589,103102663,102697883,101488762,127784,110959376,113506204,110117467,4913,111381648,103508314,97122132,11229,101890933,104730493,97514769,15353,115652790,124910234,127172240,263,98697869,78583165,84283839,263,96730358,96339449,96730358,1170,106372279,108444179,101890933
62060,1034.33333333333,17.238888888888802,178273622,179922123,192842335,195717337,164339014,248274497,175001935,186600781,203894028,224535141,223912097,228293823,179922123,179371684,177725999,186600781,177725999,193415436,195717337,196873993,216511219,223912097,202714470,235275906,187727092,181579078,170692056,186600781,203894028,214682767,203303771,207455691,217122634,206859684,216511219,230186312,178822184,196295189,172301259,176633564,203894028,205077416,219577967,227664943,202714470,227664943,234636285,247615214,541931,71096669,64326811,63701087,874626,73434766,68799408,67827333,1089917,89825726,81050559,90579165,53650,101488762,96730358,97122132,71589,103508314,102697883,102293973,127784,111381648,113506204,110537982,7749,113506204,105139630,99093967,11229,103914836,107198415,98697869,15353,116517605,124460511,128083301,263,99888763,80695540,86477573,263,98302637,98697869,99490932,1170,108444179,109697829,104322229
62960,1049.33333333333,17.488888888888802,181025820,184359487,195717337,199198734,165914732,250258273,178273622,189423650,208650586,226410103,225784143,229554507,182688417,182688417,180473502,188291666,179922123,195717337,198616119,199198734,219577967,225159156,205077416,238488707,190559421,184359487,173918861,189423650,206264636,217122634,205670546,209249474,220811442,209249474,220194220,231452848,181025820,199198734,175001935,181025820,206264636,208052658,222048793,229554507,206264636,229554507,235916507,249596026,541931,70765992,65588156,63389460,874626,72762562,67827333,68150528,1089917,89825726,80695540,90202018,53650,102293973,96339449,97514769,71589,102697883,102697883,101890933,127784,111381648,113079532,110117467,7749,113506204,105960523,99888763,11229,106372279,108861186,99490932,15353,116084756,125360849,128540174,263,101087460,82479096,87215631,263,101087460,100287461,100287461,1170,109279069,112228830,105549640
63860,1064.33333333333,17.738888888888802,183801522,186600781,196873993,201538737,168559499,252917153,182133277,191698982,209849323,228923678,228293823,233359977,186039042,186039042,183244498,189991062,182133277,198034458,200952304,202126126,220194220,228923678,207455691,241076606,193989485,187163464,176088751,192270184,208052658,218962682,208052658,212258340,221429633,211051907,221429633,233997642,184359487,201538737,178822184,183801522,209849323,210450134,223912097,230819092,208650586,230819092,238488707,254921712,541931,70107137,65588156,64640909,874626,72093701,67827333,68150528,1089917,88701986,79988038,90579165,53650,101890933,96730358,99093967,71589,102697883,102293973,102293973,127784,110117467,113506204,110117467,4913,113079532,106372279,101890933,11229,107612794,109697829,100687026,15353,116084756,125812356,128997943,263,102293973,84647335,89450291,263,103102663,101488762,101087460,1170,110959376,115221708,107198415
64760,1079.33333333333,17.988888888888802,186039042,189423650,200366826,203303771,170692056,254921712,183801522,193989485,212258340,230186312,230186312,235275906,188857185,189423650,185478247,191698982,184359487,200952304,202126126,203303771,221429633,227664943,209849323,243680231,195717337,189991062,179371684,195140435,210450134,220811442,211051907,213468625,223912097,212863001,223290025,235916507,188291666,205077416,182688417,186039042,213468625,212258340,227037036,232723290,211051907,232723290,240428158,256935199,515649,69778957,65588156,64955833,874626,72093701,67827333,68150528,1089917,87957101,79283914,90579165,53650,101488762,96339449,99093967,71589,102293973,101890933,102293973,127784,110117467,112653741,109697829,7749,113506204,106784910,103914836,11229,107198415,110117467,102697883,15353,116084756,125360849,128997943,263,103102663,86109823,90202018,1170,105549640,103508314,103102663,1170,113506204,117385958,108861186
65660,1094.33333333333,18.238888888888802,188857185,191698982,202714470,206264636,172301259,256935199,188291666,194564485,214075214,231452848,232723290,237200646,191128727,191698982,187727092,194564485,187163464,202126126,205077416,206859684,223912097,227664943,212258340,245643286,199198734,192270184,181579078,196873993,211654642,223290025,212863001,216511219,225784143,215291286,225159156,237844186,192270184,208650586,186039042,189991062,216511219,214075214,229554507,234636285,213468625,234636285,242376451,258282487,515649,69451610,64955833,65271582,874626,72093701,67504966,67504966,1089917,87585939,79283914,90579165,53650,101087460,96339449,99490932,71589,101890933,101890933,101890933,127784,109279069,110959376,109697829,7749,113506204,106784910,105960523,11229,107612794,109697829,105139630,20122,115652790,126264757,129456608,263,103914836,87957101,91336032,1170,107198415,104730493,103914836,1170,114362192,118257850,110537982
66560,1109.33333333333,18.488888888888802,190559421,193989485,204485243,208052658,173918861,258282487,189423650,195717337,215291286,232723290,232723290,238488707,193415436,193415436,189991062,196295189,189991062,204485243,205670546,205670546,225784143,229554507,212863001,246299609,202126126,193989485,183801522,198034458,212863001,224535141,214682767,218348366,226410103,216511219,225159156,239134209,195717337,211654642,189423650,191128727,216511219,215291286,231452848,235916507,215291286,235275906,243027849,259633752,515649,68474553,64640909,64955833,874626,71096669,66542838,66862719,1089917,87215631,78234055,89825726,45652,99888763,95560220,98302637,71589,100687026,100287461,100687026,127784,108028049,109697829,109279069,4913,113506204,105960523,105549640,11229,107198415,109279069,105960523,15353,115652790,125812356,128997943,263,104730493,89075711,92096330,263,108028049,106784910,105139630,1170,114362192,117821461,113933757
67460,1124.33333333333,18.738888888888802,192842335,195717337,206859684,209849323,176088751,259633752,193989485,198616119,216511219,235275906,235275906,239780693,196295189,196295189,191698982,197453749,191128727,205670546,208052658,208052658,225784143,229554507,215900769,250258273,203894028,195717337,186039042,199782303,215900769,227037036,215291286,218962682,228293823,218348366,227664943,241726037,199198734,215291286,191128727,193989485,218348366,217122634,232723290,237200646,217735016,237844186,244987949,263029331,515649,68474553,64013537,64640909,874626,71096669,66223784,66542838,1089917,86477573,77191777,89825726,45652,100287461,95560220,98302637,71589,100687026,99888763,101087460,127784,107198415,108028049,108861186,4913,112653741,105960523,105549640,11229,107198415,109279069,106784910,15353,115221708,125360849,128540174,263,105549640,90579165,92860062,1170,110537982,110537982,105960523,1170,114362192,118257850,114791509
68360,1139.33333333333,18.988888888888802,196873993,199198734,208650586,211654642,177725999,261668112,196873993,200366826,218348366,238488707,236558087,243027849,198034458,199198734,193989485,199782303,192842335,207455691,209249474,209249474,227664943,230186312,218348366,252250948,206859684,198034458,187727092,202126126,217122634,228293823,218348366,220194220,229554507,219577967,229554507,244333597,201538737,216511219,193415436,195717337,220194220,218962682,233997642,238488707,220194220,238488707,246956918,267825025,515649,67827333,64013537,64326811,874626,70436148,65905557,66223784,1089917,85742925,76501131,90202018,45652,99490932,94784441,97908270,71589,99888763,98697869,99888763,115247,106372279,107612794,108861186,4913,112228830,105549640,105549640,11229,106372279,108444179,106372279,15353,114362192,124011680,128540174,263,108444179,91336032,93627232,1170,114362192,111381648,108861186,1170,113933757,119133286,115652790
69260,1154.33333333333,19.238888888888802,198616119,201538737,210450134,214075214,179922123,264394538,199198734,200952304,218962682,239134209,237844186,244987949,200366826,201538737,196295189,201538737,195140435,208650586,211051907,211051907,228293823,232723290,220194220,253584348,209849323,199782303,188857185,204485243,218348366,229554507,219577967,222048793,230186312,221429633,230186312,246299609,205077416,218962682,195717337,199198734,222668924,220811442,235275906,239780693,221429633,239780693,248934767,269895314,515649,67827333,63701087,64013537,874626,69778957,65271582,65588156,1089917,85376877,75813846,89825726,45652,99093967,94012108,97514769,71589,99490932,97908270,99093967,127784,105139630,107198415,108861186,7749,112228830,104730493,105139630,11229,105960523,107612794,106372279,15353,113933757,123563741,128083301,263,109279069,92860062,94012108,263,115221708,111381648,108861186,1170,112653741,118695125,115221708
70160,1169.33333333333,19.488888888888802,200952304,203894028,211654642,215900769,181579078,265763737,201538737,202126126,220811442,238488707,239780693,246956918,202714470,203894028,198616119,203303771,196873993,209849323,211654642,212258340,230186312,233359977,222048793,254252535,211051907,202714470,191698982,205670546,220194220,232723290,221429633,223912097,232087581,222048793,231452848,248274497,208052658,221429633,199198734,200952304,225159156,220811442,237200646,239134209,222668924,241076606,250921508,271974613,515649,67504966,63389460,64013537,908846,69451610,64640909,64955833,1089917,85011681,75471462,90202018,45652,98302637,93627232,97122132,71589,98302637,97908270,99093967,127784,104322229,105960523,108861186,4913,112228830,104322229,104322229,11229,105549640,107612794,106372279,15353,113079532,122225268,128540174,263,108861186,93627232,96730358,1170,115652790,112228830,109279069,1170,113079532,118695125,116084756
