#--- Do not edit. Generated automatically from fig10 ---
#Time_sec,Time_min,Time_hr,A1: K-,sOD=0.25, sϕ=0,A2: K-,sOD=0.25, sϕ=3^-1,A3: K-,sOD=0.25, sϕ=3^-2,A4: K-,sOD=0.25, sϕ=3^-3,A5: K-,sOD=0.25, sϕ=0,A6: K-,sOD=0.25, sϕ=3^-1,A7: K-,sOD=0.25, sϕ=3^-2,A8: K-,sOD=0.25, sϕ=3^-3,A9: K-,sOD=0.25, sϕ=0,A10: K-,sOD=0.25, sϕ=3^-1,A11: K-,sOD=0.25, sϕ=3^-2,A12: K-,sOD=0.25, sϕ=3^-3,B1: K-,sOD=0.125, sϕ=0,B2: K-,sOD=0.125, sϕ=3^-1,B3: K-,sOD=0.125, sϕ=3^-2,B4: K-,sOD=0.125, sϕ=3^-3,B5: K-,sOD=0.125, sϕ=0,B6: K-,sOD=0.125, sϕ=3^-1,B7: K-,sOD=0.125, sϕ=3^-2,B8: K-,sOD=0.125, sϕ=3^-3,B9: K-,sOD=0.125, sϕ=0,B10: K-,sOD=0.125, sϕ=3^-1,B11: K-,sOD=0.125, sϕ=3^-2,B12: K-,sOD=0.125, sϕ=3^-3,C1: K-,sOD=0.0625, sϕ=0,C2: K-,sOD=0.0625, sϕ=3^-1,C3: K-,sOD=0.0625, sϕ=3^-2,C4: K-,sOD=0.0625, sϕ=3^-3,C5: K-,sOD=0.0625, sϕ=0,C6: K-,sOD=0.0625, sϕ=3^-1,C7: K-,sOD=0.0625, sϕ=3^-2,C8: K-,sOD=0.0625, sϕ=3^-3,C9: K-,sOD=0.0625, sϕ=0,C10: K-,sOD=0.0625, sϕ=3^-1,C11: K-,sOD=0.0625, sϕ=3^-2,C12: K-,sOD=0.0625, sϕ=3^-3,D1: K-,sOD=0.03125, sϕ=0,D2: K-,sOD=0.03125, sϕ=3^-1,D3: K-,sOD=0.03125, sϕ=3^-2,D4: K-,sOD=0.03125, sϕ=3^-3,D5: K-,sOD=0.03125, sϕ=0,D6: K-,sOD=0.03125, sϕ=3^-1,D7: K-,sOD=0.03125, sϕ=3^-2,D8: K-,sOD=0.03125, sϕ=3^-3,D9: K-,sOD=0.03125, sϕ=0,D10: K-,sOD=0.03125, sϕ=3^-1,D11: K-,sOD=0.03125, sϕ=3^-2,D12: K-,sOD=0.03125, sϕ=3^-3,E1: K+,sOD=0.25, sϕ=0,E2: K+,sOD=0.25, sϕ=3^-1,E3: K+,sOD=0.25, sϕ=3^-,E4: K+,sOD=0.25, sϕ=3^-3,E5: K+,sOD=0.25, sϕ=0,E6: K+,sOD=0.25, sϕ=3^-1,E7: K+,sOD=0.25, sϕ=3^-2,E8: K+,sOD=0.25, sϕ=3^-3,E9: K+,sOD=0.25, sϕ=0,E10: K+,sOD=0.25, sϕ=3^-1,E11: K+,sOD=0.25, sϕ=3^-2,E12: K+,sOD=0.25, sϕ=3^-3,F1: K+,sOD=0.125, sϕ=0,F2: K+,sOD=0.125, sϕ=3^-1,F3: K+,sOD=0.125, sϕ=3^-2,F4: K+,sOD=0.125, sϕ=3^-3,F5: K+,sOD=0.125, sϕ=0,F6: K+,sOD=0.125, sϕ=3^-1,F7: K+,sOD=0.125, sϕ=3^-2,F8: K+,sOD=0.125, sϕ=3^-3,F9: K+,sOD=0.125, sϕ=0,F10: K+,sOD=0.125, sϕ=3^-1,F11: K+,sOD=0.125, sϕ=3^-2,F12: K+,sOD=0.125, sϕ=3^-3,G1: K+,sOD=0.0625, sϕ=0,G2: K+,sOD=0.0625, sϕ=3^-1,G3: K+,sOD=0.0625, sϕ=3^-2,G4: K+,sOD=0.0625, sϕ=3^-3,G5: K+,sOD=0.0625, sϕ=0,G6: K+,sOD=0.0625, sϕ=3^-1,G7: K+,sOD=0.0625, sϕ=3^-2,G8: K+,sOD=0.0625, sϕ=3^-3,G9: K+,sOD=0.0625, sϕ=0,G10: K+,sOD=0.0625, sϕ=3^-1,G11: K+,sOD=0.0625, sϕ=3^-2,G12: K+,sOD=0.0625, sϕ=3^-3,H1: K+,sOD=0.03125, sϕ=0,H2: K+,sOD=0.03125, sϕ=3^-1,H3: K+,sOD=0.03125, sϕ=3^-2,H4: K+,sOD=0.03125, sϕ=3^-3,H5: K+,sOD=0.03125, sϕ=0,H6: K+,sOD=0.03125, sϕ=3^-1,H7: K+,sOD=0.03125, sϕ=3^-2,H8: K+,sOD=0.03125, sϕ=3^-3,H9: K+,sOD=0.03125, sϕ=0,H10: K+,sOD=0.03125, sϕ=3^-1,H11: K+,sOD=0.03125, sϕ=3^-2,H12: K+,sOD=0.03125, sϕ=3^-3
Time_sec,Time,Time_hr,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
18860,314.33333333333303,5.23888888888888,38423516,41337026,42083137,43089022,43089022,51594827,34940359,45138857,42584496,40109291,48578563,38423516,32279920,36312538,35622943,40598020,34714388,42333421,35852028,34940359,41584940,42333421,36081893,47239623,33374871,37009158,35394636,36312538,46182860,43851755,38185831,38901238,37242928,37948931,40353262,41089902,29110769,41584940,28905639,28294842,33154333,42083137,37009158,37712813,33154333,39623711,52998065,35394636,2765778,3897847,3754380,4193043,2951195,3683678,4044067,4118210,3078217,3970613,3970613,3340461,329075,1287649,596472,371778,329075,1052372,841071,490026,515649,1089917,841071,329075,31595,115247,71589,92120,45652,71589,62296,62296,53650,81530,115247,53650,2720,4913,1170,4913,2720,31595,1170,2720,2720,15353,4913,7749
19760,329.33333333333303,5.48888888888888,40843567,43596718,44879846,45659265,44879846,54996554,36776170,47239623,45659265,44621632,52715803,42083137,34714388,38901238,38423516,42836363,36543964,44621632,38423516,37009158,43342474,44879846,38661984,50486749,35167109,38423516,37242928,38423516,48309174,46445853,41337026,40843567,39382101,40843567,43089022,44107587,30991476,43089022,30147923,29938957,34940359,43596718,39382101,40353262,35394636,41833643,57034792,38185831,2645571,4044067,3683678,4118210,2826902,3825770,4044067,4044067,3014365,4193043,3970613,3273874,308707,1830500,744382,394114,308707,1502095,1015493,515649,490026,1457866,979279,350099,31595,184442,92120,103359,45652,92120,71589,62296,53650,103359,140972,53650,2720,4913,263,4913,2720,71589,2720,2720,2720,20122,4913,7749
20660,344.333333333333,5.73888888888888,43089022,45920664,47505811,48309174,47239623,58813600,38423516,49391540,48848754,48309174,57034792,46709644,37009158,40843567,40353262,45398662,38901238,46445853,41833643,39141277,46445853,49391540,41089902,53849703,37477479,40109291,38901238,40353262,51039178,49391540,43596718,43342474,42333421,43596718,45920664,47239623,32063250,44879846,31632227,31632227,37009158,45659265,41584940,43089022,37009158,44107587,60318397,40843567,2470362,4268566,3683678,3970613,2765778,4118210,4044067,3970613,2888708,4499278,3897847,3207971,269934,2705334,979279,417106,288993,2191916,1206554,596472,440755,2138259,1206554,371778,31595,329075,127784,115247,38300,140972,81530,71589,53650,140972,169301,62296,1170,7749,263,4913,2720,11229,2720,2720,2720,25536,7749,7749
21560,359.333333333333,5.98888888888888,45659265,47772798,49937538,50486749,49119746,64013537,39141277,50762561,49391540,51594827,62151181,51039178,39866108,42584496,42836363,47505811,40598020,49937538,45138857,42836363,48848754,52434348,43596718,57624467,39623711,41584940,41089902,42836363,54135200,51873861,46182860,45659265,46182860,46974234,49937538,50762561,34940359,47239623,33374871,33818273,38661984,48309174,44621632,45659265,39382101,47239623,64326811,44107587,2356950,4736214,3754380,3970613,2645571,4499278,4118210,3897847,2826902,5144972,3970613,3142752,269934,4118210,1371419,490026,269934,3340461,1592565,744382,417106,3142752,1546995,440755,25536,596472,184442,115247,38300,233778,115247,81530,45652,233778,216680,81530,1170,11229,263,4913,2720,15353,4913,2720,2720,38300,7749,7749
22460,374.333333333333,6.23888888888888,47505811,50486749,53849703,53565015,51039178,68474553,41584940,53565015,52715803,56741176,67183429,54708626,42083137,44621632,44879846,49664138,43596718,51873861,47505811,45398662,52715803,56741176,46445853,61231098,42333421,43851755,43851755,45398662,58217402,54996554,50211741,48309174,49391540,50486749,53281136,55285294,37712813,49664138,36081893,35852028,41833643,51039178,46974234,49119746,41337026,50486749,68799408,48040586,2246250,5398564,3825770,3897847,2528086,5144972,4193043,3897847,2765778,6014669,4118210,3142752,233778,6105478,2032972,596472,251530,5061832,2191916,908846,394114,4656543,2085278,568871,25536,1128129,308707,127784,31595,417106,184442,103359,45652,394114,329075,115247,1170,20122,263,4913,2720,15353,7749,2720,2720,62296,11229,7749
23360,389.333333333333,6.48888888888888,49664138,53281136,57624467,56741176,52998065,72762562,44107587,55865209,56741176,61231098,73098246,58515093,45138857,47772798,48309174,52998065,46709644,55574846,50762561,47772798,55865209,61536972,49119746,65271582,44879846,45659265,46709644,47505811,62151181,58813600,53281136,51316600,52434348,53849703,57624467,59413066,40353262,52715803,38661984,38901238,44364212,54421508,49937538,52434348,45138857,54421508,74110314,52153701,2085278,6382104,4044067,3897847,2470362,6014669,4421683,3897847,2645571,7052121,4344779,3207971,216680,8281060,3078217,744382,233778,6954296,3142752,1167008,371778,6570026,3078217,744382,20122,2085278,541931,169301,31595,841071,329075,140972,38300,744382,541931,169301,1170,38300,263,4913,1170,20122,11229,4913,1170,103359,20122,7749
24260,404.333333333333,6.73888888888888,53565015,55865209,60318397,60621811,55574846,77885787,47239623,59112925,62459518,66223784,77538361,62459518,48848754,50486749,51316600,56448374,49664138,59714025,55574846,51316600,59714025,67183429,52715803,71096669,48309174,49391540,49391540,50211741,65905557,62459518,56741176,54708626,56448374,58217402,63389460,64326811,44107587,55865209,40843567,40843567,47239623,57920527,52998065,55865209,48309174,58813600,78933118,57329222,1981342,7860104,4344779,3970613,2356950,7150651,4816578,4044067,2645571,8713362,4736214,3407733,200235,10799860,4736214,1015493,216680,9269736,4656543,1638808,350099,8823213,4499278,1052372,25536,3754380,1015493,233778,31595,1592565,624732,200235,38300,1371419,908846,308707,1170,81530,263,7749,1170,38300,25536,4913,1170,184442,31595,7749
25160,419.333333333333,6.98888888888888,55574846,58217402,64013537,63389460,57624467,81406424,49119746,60926045,65588156,70107137,81763134,66223784,51316600,53281136,54708626,59112925,51873861,62151181,59714025,54421508,63701087,71428179,55865209,75813846,50486749,51316600,52434348,52434348,69451610,65588156,60621811,57920527,60318397,62151181,67504966,69778957,46445853,58217402,43851755,44107587,50762561,61536972,57329222,59714025,53565015,63078657,85011681,61536972,1880107,9612113,4979387,4118210,2301261,8713362,5313338,4193043,2528086,10677859,5313338,3613662,200235,13666424,6570026,1502095,200235,11674009,6475714,2356950,329075,11295053,6382104,1592565,20122,5835149,1880107,350099,31595,2645571,1167008,308707,38300,2413317,1592565,515649,1170,184442,263,15353,1170,71589,62296,11229,1170,350099,62296,11229
26060,434.333333333333,7.23888888888888,59413066,62151181,66862719,66542838,60015802,86846176,51594827,64013537,69778957,75129918,87585939,69778957,55574846,57034792,57624467,62459518,55285294,66542838,64013537,58813600,67827333,77885787,59714025,80695540,53849703,54135200,55574846,56156385,73434766,69778957,64326811,61536972,66542838,66862719,72093701,74789212,48578563,62768676,46974234,47772798,54421508,64955833,61231098,64326811,57329222,66862719,90957170,66223784,1781568,11801770,5571106,4344779,2246250,10677859,6105478,4499278,2470362,12984159,6196986,4044067,184442,16273640,8713362,2246250,200235,14795922,8604221,3475691,308707,14652180,8604221,2470362,20122,8495791,3273874,653653,25536,4344779,2191916,515649,31595,3897847,2705334,908846,263,394114,263,20122,1170,154811,127784,20122,1170,653653,140972,20122
26960,449.333333333333,7.48888888888888,62151181,64640909,70107137,70765992,63078657,90957170,54421508,66542838,74449344,79988038,92477767,74110314,58813600,59413066,61231098,65588156,58515093,71096669,69125094,63389460,71096669,83921193,62768676,85376877,57329222,58217402,58515093,60015802,78583165,74449344,68150528,65588156,69451610,71096669,75813846,79283914,52715803,65905557,49937538,50762561,57920527,69451610,66223784,68799408,59714025,72093701,95949403,71096669,1685722,14366887,6665040,4736214,2138259,13119159,7150651,4897636,2413317,15972226,7450467,4499278,184442,19284317,11170175,3544333,184442,17508758,11295053,5144972,308707,17508758,11546969,3897847,20122,11674009,5228807,1287649,25536,6760756,3825770,908846,31595,6014669,4193043,1592565,263,841071,1170,45652,1170,371778,288993,45652,1170,1167008,308707,38300
27860,464.333333333333,7.73888888888888,64640909,66862719,72762562,73434766,66542838,95560220,56448374,69778957,78933118,83921193,97908270,78933118,61843666,62459518,65271582,68799408,62151181,74449344,74110314,66862719,75129918,89075711,65905557,90202018,61231098,60926045,61536972,62768676,82479096,78234055,72427714,68799408,74110314,75471462,79988038,84283839,55574846,68474553,53281136,54135200,62151181,74110314,70107137,71760523,64326811,76157068,101890933,75471462,1592565,17040058,8069165,5228807,2085278,15972226,8604221,5571106,2356950,19284317,9157037,5398564,169301,22743556,13666424,5228807,184442,20461036,14509168,7150651,288993,20632123,14795922,5835149,20122,14795922,7653872,2246250,25536,9612113,5746437,1592565,31595,8933776,6760756,2705334,1170,1733308,2720,92120,1170,943730,653653,103359,1170,2085278,713477,71589
28760,479.333333333333,7.98888888888888,67183429,70107137,77191777,77191777,68799408,99888763,59112925,72762562,82838348,89075711,102697883,82838348,65905557,65905557,67504966,73772122,66223784,77538361,80341367,72093701,81406424,96339449,70436148,94012108,65271582,64640909,65588156,67504966,84647335,82120692,77191777,71428179,78933118,79988038,83921193,90202018,60015802,72427714,57034792,58217402,65588156,77885787,74789212,75813846,68474553,80341367,106784910,80695540,1546995,19616798,9960918,6014669,1981342,18954811,10436010,6475714,2301261,22743556,11420651,6665040,154811,26308492,16577998,7150651,169301,23839848,17824919,9269736,288993,24398179,18628277,8174758,15353,17508758,10556576,3825770,25536,12583513,8495791,2765778,31595,11930253,9960918,4421683,263,3273874,4913,200235,1170,1930387,1414308,233778,1170,3544333,1414308,169301
29660,494.333333333333,8.23888888888888,70107137,72427714,78583165,80341367,71760523,104322229,61231098,75129918,86477573,94012108,108444179,86477573,69451610,68474553,71760523,76846033,69125094,81763134,84647335,74110314,85376877,100287461,73434766,97908270,68799408,68474553,68474553,70107137,89075711,86846176,81763134,75471462,82838348,84283839,88329116,94397844,63389460,75471462,60621811,61843666,69778957,83559396,78583165,79283914,73098246,85011681,111804799,85376877,1457866,22205571,12189387,7150651,1880107,21498769,12849885,7756635,2191916,25343857,14225336,8388070,154811,29938957,19616798,9497273,169301,27292136,20976537,12059459,269934,28092773,22205571,11046018,15353,20461036,13666424,6105478,25536,15378210,11801770,4344779,31595,15378210,13391337,6760756,263,5313338,11229,417106,1170,3613662,2765778,541931,1170,5746437,2705334,350099
30560,509.333333333333,8.48888888888888,72762562,74449344,81763134,83559396,73772122,109697829,64013537,78234055,90579165,98302637,112653741,90202018,73098246,71760523,75471462,78933118,71760523,85742925,87957101,78583165,89075711,105960523,76501131,103102663,72427714,72427714,70765992,72762562,92096330,89825726,84283839,79635554,87585939,89825726,93243217,99093967,67183429,78933118,64013537,66542838,73098246,86477573,82120692,83198448,77538361,90202018,117385958,91336032,1414308,24398179,15231539,8713362,1830500,23839848,15972226,9383148,2138259,27491150,17508758,10799860,140972,33374871,23105973,12189387,154811,30779433,24774179,15525613,269934,31847353,26114046,14084515,15353,24025203,16577998,9045050,25536,18144040,15085601,6665040,31595,18791173,17040058,9960918,263,8069165,25536,908846,1170,6105478,4656543,1167008,1170,8604221,4656543,808178
31460,524.333333333333,8.73888888888888,76157068,77538361,85376877,85742925,76846033,114791509,66223784,81050559,95171899,105139630,118695125,94012108,75813846,74789212,78583165,83559396,75471462,89450291,94397844,83559396,92860062,113079532,81050559,106784910,76501131,75129918,74110314,78234055,95560220,94397844,88701986,83559396,91336032,95171899,98697869,103914836,70107137,82120692,68474553,69778957,76157068,90579165,85742925,86109823,84283839,95560220,122670535,95560220,1329200,26308492,18304711,10799860,1733308,25153207,19284317,11801770,2032972,30147923,20632123,13944423,140972,36543964,26699665,14940396,154811,34264777,28294842,18304711,251530,35852028,30568161,17984109,15353,27690928,19616798,12451414,20122,21498769,18144040,9727666,25536,22563476,20803956,13666424,263,11420651,53650,1781568,1170,8933776,7052121,2301261,1170,11930253,7249884,1685722
32360,539.333333333333,8.988888888888882,77885787,79988038,87957101,90579165,78933118,119572334,69125094,84283839,99093967,109279069,121780890,98697869,80341367,78234055,82479096,87215631,78234055,93243217,97908270,87215631,98697869,120012269,84283839,111804799,80341367,78933118,77538361,80695540,99490932,99093967,92477767,86477573,96730358,99490932,102293973,110117467,74449344,85742925,72762562,74449344,79283914,93627232,91715752,90202018,86109823,99490932,125812356,99888763,1287649,28497676,20976537,13391337,1638808,26896394,22027745,14652180,1930387,32063250,23105973,17351786,127784,39141277,30779433,17824919,140972,36543964,32063250,21498769,251530,38423516,34489194,21674345,15353,31632227,23105973,15822620,20122,24774179,21149866,13254885,25536,26308492,24963314,18144040,263,14509168,140972,3273874,1170,12451414,10436010,4044067,1170,16122565,10677859,3273874
33260,554.333333333333,9.238888888888882,81406424,82120692,91336032,94012108,81763134,123563741,72093701,87585939,102697883,112653741,126264757,101890933,83559396,81763134,86846176,91336032,81763134,98302637,102697883,91715752,101890933,121780890,87957101,116084756,83198448,82120692,80341367,83921193,102697883,103102663,95560220,90579165,101087460,104730493,107198415,113933757,77191777,87957101,75129918,78583165,82479096,98697869,94784441,93627232,90957170,105139630,131300239,105139630,1206554,30568161,23105973,16425451,1592565,28092773,24025203,17824919,1880107,34714388,25535266,20976537,127784,41584940,33818273,21323943,140972,38423516,35394636,24774179,233778,41337026,38661984,26114046,15353,35167109,26699665,19119192,20122,28497676,24774179,16425451,25536,30357657,28701275,22205571,263,17508758,329075,5484487,1170,15972226,13805059,6382104,1170,19952256,14366887,5398564
34160,569.333333333333,9.488888888888882,83559396,85011681,95560220,98302637,84283839,125360849,73772122,90202018,107198415,117385958,129916170,104730493,86109823,84283839,89825726,94397844,85011681,101890933,108444179,96339449,106372279,125812356,91715752,119133286,87585939,85011681,82838348,86846176,108028049,108444179,99490932,97122132,104730493,110537982,111381648,121337402,79988038,92477767,78933118,82479096,86477573,101890933,99093967,99490932,96730358,112228830,136917479,111804799,1167008,32715579,24774179,19450185,1502095,30357657,25343857,20632123,1781568,37712813,27891469,24398179,127784,43851755,36312538,24963314,140972,41584940,38185831,28701275,233778,44364212,42083137,30991476,11229,39623711,30568161,22563476,20122,32279920,28701275,19784154,25536,34489194,33154333,27292136,263,20290697,744382,8281060,1170,18954811,17040058,9383148,1170,23839848,18144040,8388070
35060,584.333333333333,9.738888888888882,86477573,87215631,99093967,101087460,86477573,127627323,75129918,92477767,110959376,120453092,133624993,108028049,88701986,86846176,94397844,97122132,88329116,105549640,112228830,101087460,112228830,132227443,95171899,123116693,91336032,89075711,85742925,90202018,112228830,113079532,105139630,101087460,110117467,114362192,115221708,125812356,82838348,94397844,82838348,86477573,90579165,104730493,104730493,103914836,101890933,116951339,141697858,114791509,1128129,34489194,26503698,21674345,1414308,32279920,27093884,22563476,1733308,40843567,29938957,26699665,115247,46445853,38661984,29110769,140972,44107587,40353262,32279920,216680,47505811,44879846,35622943,11229,43596718,34264777,26503698,20122,36081893,32497363,23288311,25536,38185831,37948931,31632227,263,22924388,1502095,11674009,1170,22027745,20121104,12849885,1170,27690928,21498769,11930253
35960,599.333333333333,9.988888888888882,87957101,88701986,101488762,103102663,88329116,129916170,76846033,96339449,114791509,121780890,135972258,110537982,92477767,89825726,96730358,99888763,91715752,110537982,118257850,103914836,113079532,133158243,97908270,126718052,92477767,91715752,88701986,94784441,115221708,116084756,108028049,104730493,111804799,117821461,116951339,128997943,85742925,97514769,85376877,90202018,95171899,109279069,108444179,108444179,105960523,120012269,144122060,118695125,1052372,37477479,28092773,22924388,1371419,34041137,28294842,24211313,1638808,43089022,32279920,28905639,115247,48578563,41337026,32715579,127784,46182860,42083137,35167109,216680,49664138,46974234,39623711,11229,46709644,38185831,30357657,20122,39141277,36081893,26896394,25536,41584940,42083137,36081893,263,26114046,2826902,14940396,263,25343857,22743556,16122565,1170,31204289,24963314,15085601
36860,614.333333333333,10.2388888888889,90957170,92096330,104322229,106372279,90957170,131300239,80341367,99490932,117385958,125360849,137866313,112653741,95560220,92860062,100687026,102697883,95171899,113506204,122670535,108028049,116951339,135030647,100287461,128083301,96339449,94784441,90579165,97908270,118257850,119572334,112228830,107198415,115652790,120894803,120894803,133158243,88701986,101890933,90579165,93627232,98697869,113079532,112653741,110959376,109279069,123116693,146077796,123116693,1015493,40109291,29938957,24963314,1329200,36312538,30357657,26114046,1592565,46445853,34940359,31632227,115247,51316600,43596718,35852028,127784,49119746,44879846,37712813,216680,53281136,50762561,42836363,11229,49937538,41584940,34264777,20122,42083137,40109291,30779433,25536,44621632,45920664,40843567,263,29523328,4656543,18144040,263,28905639,25920360,18954811,1170,35167109,28905639,18466123
37760,629.333333333333,10.4888888888889,94397844,93627232,105960523,108444179,92860062,133624993,82120692,101087460,120012269,128540174,140734534,115221708,99888763,94784441,103508314,104730493,98302637,115652790,126264757,110117467,119133286,135972258,103508314,131300239,101087460,97514769,93243217,101488762,120453092,122670535,114791509,108444179,117821461,123116693,122670535,135501001,92096330,105960523,92860062,97122132,101890933,116517605,116517605,113933757,114362192,126718052,150033050,124910234,1015493,42836363,31417872,26503698,1287649,38661984,32063250,28092773,1546995,48309174,38185831,34041137,103359,53849703,46182860,37948931,127784,51594827,47239623,40353262,200235,57329222,54708626,45920664,11229,53281136,43851755,38185831,20122,45398662,43089022,34714388,25536,47772798,49391540,45659265,263,32279920,7150651,21149866,1170,32279920,29316665,22563476,1170,39382101,32934569,21850670
38660,644.333333333333,10.7388888888889,95949403,95171899,107198415,110537982,94784441,134092643,83921193,103102663,122225268,131300239,143149653,118695125,102697883,96339449,105960523,106372279,100287461,117821461,129916170,112228830,121780890,137391444,105960523,133158243,103914836,101087460,96339449,105139630,122670535,124011680,117821461,110537982,120012269,126264757,125812356,138342087,93627232,109279069,95949403,101488762,103508314,119133286,118257850,115652790,117385958,129456608,151031004,128083301,979279,44621632,33596184,28497676,1246768,40353262,34940359,29523328,1502095,51039178,40843567,36776170,103359,57920527,48578563,40109291,115247,55285294,49664138,42836363,200235,61231098,58813600,49391540,7749,55574846,47239623,41833643,15353,48309174,45920664,38423516,25536,51039178,53281136,50211741,263,35394636,9960918,24211313,263,35622943,32497363,26114046,1170,43596718,37009158,25343857
39560,659.333333333333,10.9888888888889,97122132,98302637,110117467,112653741,97514769,135972258,86109823,105139630,124910234,132692393,144609628,121780890,104730493,98697869,108028049,108028049,102293973,120453092,132227443,114362192,124011680,140254233,108444179,135972258,104730493,103914836,97122132,107198415,124011680,125812356,119572334,112653741,122670535,128083301,128083301,140254233,97122132,110117467,100287461,104730493,106784910,121780890,120453092,118695125,120453092,131763392,154552716,130376629,943730,46182860,36081893,30357657,1206554,42836363,37009158,31632227,1457866,53281136,43342474,40598020,103359,60926045,50486749,42584496,115247,58813600,52998065,45920664,200235,64955833,62768676,52434348,11229,58217402,50211741,44879846,15353,51039178,49391540,42083137,20122,54135200,56448374,54421508,263,38901238,12716336,27292136,1170,38661984,35622943,30147923,1170,48040586,41089902,29316665
40460,674.333333333333,11.2388888888889,99888763,100287461,111804799,116084756,100287461,139296349,88329116,107612794,128083301,136917479,147554168,126718052,108028049,100687026,110959376,110959376,104322229,122670535,135030647,116084756,127172240,142180881,110959376,140254233,107612794,105549640,99490932,109697829,125812356,128997943,120894803,113506204,126718052,131300239,129916170,142664813,99888763,114362192,102697883,108028049,108444179,123563741,122670535,121780890,123563741,134561195,157095779,134561195,908846,48040586,37712813,32279920,1167008,44621632,38901238,34489194,1414308,56448374,46445853,43596718,92120,64013537,54135200,44879846,115247,62151181,56156385,48578563,184442,68799408,66862719,56448374,11229,60621811,52434348,47772798,15353,53849703,52153701,45138857,25536,56448374,60015802,58217402,263,42333421,15231539,30568161,1170,42083137,39382101,34264777,1170,52434348,46182860,33596184
41360,689.333333333333,11.4888888888889,101488762,102293973,113079532,118257850,102293973,141215742,90202018,109697829,130837985,140734534,148542979,130837985,108861186,101890933,112228830,110959376,106784910,124460511,136444417,118695125,130376629,144122060,113506204,142180881,109279069,108028049,101890933,111804799,127627323,130837985,123563741,115221708,127172240,133624993,132692393,146077796,101890933,116084756,105139630,110117467,111381648,125812356,125360849,124460511,125360849,137391444,158119449,136917479,874626,49391540,39382101,34489194,1167008,46709644,41089902,36543964,1414308,58217402,49119746,46445853,92120,67183429,57034792,47505811,115247,65271582,59413066,51873861,184442,72427714,70107137,60926045,7749,63078657,55285294,50762561,15353,55865209,54996554,48040586,20122,59714025,63389460,61843666,263,45138857,17984109,34041137,263,44621632,43089022,38185831,1170,55285294,49937538,37242928
42260,704.333333333333,11.7388888888889,103914836,103508314,116517605,121337402,105139630,145098107,92477767,112653741,134092643,144122060,153037906,136444417,111381648,103102663,114791509,113933757,108444179,127172240,139774838,121780890,135501001,146569008,116084756,146077796,112228830,110117467,103508314,113933757,128997943,133624993,124910234,116951339,130837985,136444417,135972258,149535445,103914836,118695125,108028049,113506204,112653741,128540174,128540174,127172240,129456608,139296349,160694760,139296349,841071,51316600,41089902,36543964,1128129,48578563,43089022,38661984,1371419,61231098,51594827,49391540,92120,70107137,59714025,49937538,115247,68150528,62768676,55285294,184442,75813846,74449344,65271582,11229,66862719,57624467,53281136,15353,58217402,57034792,50762561,20122,64013537,67504966,65905557,263,47505811,20803956,37242928,1170,46974234,45138857,42083137,1170,58217402,53281136,42083137
43160,719.333333333333,11.9888888888889,106372279,105960523,118695125,124910234,107612794,149535445,94012108,115221708,136917479,148048117,157095779,142180881,113079532,105139630,116951339,116517605,110959376,129456608,143635402,124011680,139296349,149038755,118257850,152032622,113506204,112653741,105139630,116084756,130837985,137391444,127627323,118695125,135030647,139296349,138818765,152534806,104730493,120894803,112653741,116951339,114791509,130837985,130837985,128997943,131763392,143149653,163293170,143635402,841071,52715803,42836363,38185831,1089917,49937538,44879846,41337026,1329200,63701087,53565015,52434348,92120,72427714,62459518,52998065,115247,70765992,65588156,58813600,184442,79283914,77191777,69125094,11229,70107137,60015802,55574846,15353,61231098,59714025,52998065,20122,68150528,71760523,69125094,263,50211741,23839848,40353262,1170,49391540,47772798,45920664,1170,60926045,56741176,45920664
44060,734.333333333333,12.2388888888889,108444179,108444179,121780890,127627323,109279069,153541925,96339449,117821461,140254233,153037906,160177852,148542979,114791509,106784910,118695125,118695125,112653741,131763392,146569008,126264757,142180881,150531569,121780890,157095779,115221708,114362192,107198415,119572334,133158243,139774838,129456608,120894803,137391444,141697858,143149653,156585326,107198415,123116693,112653741,117385958,117821461,133624993,132227443,130837985,134561195,146077796,166441827,146569008,808178,54421508,44879846,40598020,1089917,51594827,46974234,43342474,1329200,65905557,55865209,55285294,81530,74789212,65271582,56156385,103359,73772122,68150528,62151181,169301,81406424,80695540,72762562,7749,73772122,63389460,58515093,15353,64955833,62151181,55285294,20122,70765992,76157068,72762562,263,52998065,27093884,43596718,263,51316600,49664138,49391540,1170,63389460,59714025,49119746
