#--- Do not edit. Generated automatically from fig15i_complete ---
#Time_sec,Time_min,Time_hr,A1: Amp-,631X+261x medium=0,A2: Amp-,631X+261x medium=1/5,A3: Amp-,631X+261x medium=2/5,A4: Amp-,631X+261x medium=3/5,A5: Amp-,631X+261x medium=4/5,A6: Amp-,631X+261x medium=5/5,A7: Amp+,631X+261x medium=0,A8:  Amp+,631X+261x medium=1/5,A9:  Amp+,631X+261x medium=2/5,A10:  Amp+,631X+261x medium=3/5,A11:  Amp+,631X+261x medium=4/5,A12: Amp+,631X+261x medium=5/5,B1: Amp-,631+261x medium=0,B2: Amp-,631+261x medium=1/5,B3: Amp-,631+261x medium=2/5,B4: Amp-,631+261x medium=3/5,B5: Amp-,631+261x medium=4/5,B6: Amp-,631+261x medium=5/5,B7: Amp+,631+261x medium=0,B8:  Amp+,631+261x medium=1/5,B9:  Amp+,631+261x medium=2/5,B10:  Amp+,631+261x medium=3/5,B11:  Amp+,631+261x medium=4/5,B12: Amp+,631+261x medium=5/5,C1: Amp-,631∆G3P+261x medium=0,C2: Amp-,631∆G3P+261x medium=1/5,C3: Amp-,631∆G3P+261x medium=2/5,C4: Amp-,631∆G3P+261x medium=3/5,C5: Amp-,631∆G3P+261x medium=4/5,C6: Amp-,631∆G3P+261x medium=5/5,C7: Amp+,631∆G3P+261x medium=0,C8:  Amp+,631∆G3P+261x medium=1/5,C9:  Amp+,631∆G3P+261x medium=2/5,C10:  Amp+,631∆G3P+261x medium=3/5,C11:  Amp+,631∆G3P+261x medium=4/5,C12: Amp+,631∆G3P+261x medium=5/5,D1: Amp-,631∆G3P+Kanϕ medium=0,D2: Amp-,631∆G3P+Kanϕ medium=1/5,D3: Amp-,631∆G3P+Kanϕ medium=2/5,D4: Amp-,631∆G3P+Kanϕ medium=3/5,D5: Amp-,631∆G3P+Kanϕ medium=4/5,D6: Amp-,631∆G3P+Kanϕ medium=5/5,D7: Amp+,631∆G3P+Kanϕ medium=0,D8:  Amp+,631∆G3P+Kanϕ medium=1/5,D9:  Amp+,631∆G3P+Kanϕ medium=2/5,D10:  Amp+,631∆G3P+Kanϕ medium=3/5,D11:  Amp+,631∆G3P+Kanϕ medium=4/5,D12: Amp+,631∆G3P+Kanϕ medium=5/5,E1: Amp-,631+Kanϕ, unfiltered-50kDa, medium=0,E2: Amp-,631+Kanϕ, unfiltered-50kDa, medium=1/5,E3: Amp-,631+Kanϕ, unfiltered-50kDa, medium=2/5,E4: Amp-,631+Kanϕ, unfiltered-50kDa, medium=3/5,E5: Amp-,631+Kanϕ, unfiltered-50kDa, medium=4/5,E6: Amp-,631+Kanϕ, unfiltered-50kDa, medium=5/5,E7: Amp+,631+Kanϕ, unfiltered-50kDa, medium=0,E8:  Amp+,631+Kanϕ, unfiltered-50kDa, medium=1/5,E9:  Amp+,631+Kanϕ, unfiltered-50kDa, medium=2/5,E10:  Amp+,631+Kanϕ, unfiltered-50kDa, medium=3/5,E11:  Amp+,631+Kanϕ, unfiltered-50kDa, medium=4/5,E12: Amp+,631+Kanϕ, unfiltered-50kDa, medium=5/5,F1: Amp-,631+Kanϕ, filtered-50kDa, medium=0,F2: Amp-,631+Kanϕ, filtered-50kDa, medium=1/5,F3: Amp-,631+Kanϕ, filtered-50kDa, medium=2/5,F4:  Amp-,631+Kanϕ, filtered-50kDa, medium=3/5,F5: Amp-,631+Kanϕ, filtered-50kDa, medium=4/5,F6: Amp-,631+Kanϕ, filtered-50kDa, medium=5/5,F7: Amp+,631+Kanϕ, filtered-50kDa, medium=0,F8:  Amp+,631+Kanϕ, filtered-50kDa, medium=1/5,F9:  Amp+,631+Kanϕ, filtered-50kDa, medium=2/5,F10:  Amp+,631+Kanϕ, filtered-50kDa, medium=3/5,F11:  Amp+,631+Kanϕ, filtered-50kDa, medium=4/5,F12: Amp+,631+Kanϕ, filtered-50kDa, medium=5/5,G1: Amp-,631+phagemid, medium=0,G2: Amp-,631+phagemid,  medium=1/5,G3:Amp-,631+phagemid,  medium=2/5,G4: Amp-,631+phagemid,  medium=3/5,G5:  Amp-,631+phagemid,  medium=4/5,G6: Amp-,631+phagemid,  medium=5/5,G7: Amp+,631+phagemid, medium=0,G8:  Amp+,631+phagemid, medium=1/5,G9:  Amp+,631+phagemid, medium=2/5,G10:  Amp+,631+phagemid,  medium=3/5,G11:  Amp+,631+phagemid,  medium=4/5,G12: Amp+,631+phagemid,  medium=5/5,H1: LB Blank,H2: LB Blank,H3: only LB, no phages,H4: 631X+261x medium, no phages,H5: 631+261X, no phages,H6: 631∆G3P+261X, no phages,H7: 631∆G3P+Kanϕ medium, no phages,H8: 631+Kanϕ, unfiltered-50kDa medium, no phages,H9: 631+Kanϕ, filtered-50kDa, medium, no phages,H10: 631+ phagemid carrying the G3P, no phages,H11: LB/Amp Blank,H12: LB/Amp Blank
Time_sec,Time,Time_hr,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
18860,314.33333333333303,5.23888888888889,27690928,29110769,23471403,23471403,21498769,17195553,4913,15353,11229,11229,7749,4913,32497363,32497363,27491150,27292136,24398179,19119192,7749,11229,7749,11229,7749,11229,24774179,30568161,25727433,25153207,22027745,14940396,4913,7749,7749,7749,7749,11229,31632227,36312538,34041137,21498769,20632123,18954811,1170,7749,7749,11229,7749,7749,38185831,48309174,25727433,33818273,36081893,33596184,7749,11229,7749,11229,25536,7749,42584496,38185831,37242928,29938957,26308492,48309174,31595,11229,7749,11229,7749,11229,34264777,52998065,34264777,40843567,34714388,15822620,11229,15353,11229,11229,7749,7749,4913,7749,58813600,19284317,21498769,16577998,22205571,44879846,19784154,11801770,2720,4913
19760,329.33333333333303,5.48888888888889,31417872,32715579,26308492,26114046,23839848,17824919,4913,15353,15353,11229,7749,4913,37712813,36312538,30779433,29730759,26503698,20121104,7749,11229,7749,11229,7749,11229,28701275,33818273,28905639,27891469,23839848,15378210,7749,7749,11229,7749,7749,11229,36543964,38661984,38185831,24398179,23105973,19952256,2720,7749,7749,15353,7749,7749,43851755,53849703,29316665,38423516,41337026,37712813,7749,15353,7749,15353,25536,7749,49391540,41337026,42083137,33374871,28701275,50486749,31595,11229,11229,15353,7749,11229,39623711,59714025,36776170,45138857,37948931,16122565,11229,15353,15353,11229,7749,7749,4913,11229,65905557,19784154,22743556,17040058,23471403,49664138,20461036,11546969,2720,4913
20660,344.333333333333,5.73888888888889,36543964,37477479,29316665,29523328,25343857,18304711,4913,15353,15353,11229,7749,4913,42333421,39623711,33596184,32063250,28294842,20632123,7749,11229,7749,11229,7749,11229,32934569,36776170,32497363,30147923,25535266,15673750,7749,7749,11229,7749,7749,11229,41584940,41337026,41089902,26308492,24774179,20976537,2720,7749,7749,11229,7749,7749,49119746,58515093,32715579,41337026,45920664,40109291,7749,15353,7749,11229,25536,7749,54996554,43851755,46445853,36776170,31417872,48309174,31595,11229,7749,15353,7749,11229,43851755,65588156,38901238,49664138,40843567,16425451,11229,15353,11229,11229,7749,7749,4913,7749,71760523,20290697,24025203,17351786,24585801,53281136,21498769,11420651,2720,4913
21560,359.333333333333,5.98888888888889,41089902,40843567,31632227,32063250,27093884,18954811,4913,15353,15353,11229,7749,4913,46182860,42584496,36312538,34264777,29938957,21323943,7749,11229,7749,11229,7749,11229,36543964,38901238,35852028,32715579,26896394,16273640,7749,11229,11229,7749,7749,11229,46182860,44364212,44107587,28294842,26896394,21850670,2720,7749,7749,11229,7749,7749,53565015,63078657,35852028,44621632,49119746,42083137,7749,11229,7749,15353,25536,7749,60621811,46709644,49664138,39866108,33818273,50486749,38300,11229,7749,15353,7749,11229,47239623,71096669,41089902,53281136,43596718,16731281,11229,15353,11229,11229,7749,7749,4913,7749,78933118,20976537,24774179,17824919,25920360,57034792,23105973,11674009,2720,4913
22460,374.333333333333,6.23888888888889,44879846,44879846,34264777,34264777,28701275,19450185,4913,15353,15353,11229,7749,4913,51039178,45398662,38901238,36081893,30991476,22027745,7749,11229,7749,11229,7749,11229,39866108,40598020,38423516,34489194,28092773,16885301,7749,7749,11229,11229,7749,11229,49119746,46445853,46445853,30357657,28497676,22743556,2720,7749,7749,11229,7749,7749,58217402,66862719,37477479,46709644,52434348,43851755,7749,15353,7749,15353,25536,7749,65905557,49391540,51316600,42333421,35622943,53281136,38300,11229,7749,15353,7749,11229,50762561,76846033,43596718,56156385,45920664,17040058,11229,15353,11229,11229,7749,7749,4913,7749,86109823,21674345,25727433,18144040,27292136,61231098,24211313,11674009,2720,4913
23360,389.333333333333,6.48888888888889,48309174,48040586,36312538,36543964,29938957,20121104,4913,15353,15353,11229,7749,4913,54996554,48309174,41584940,38423516,32497363,22384148,7749,11229,7749,11229,7749,11229,42836363,42836363,40598020,35852028,29110769,17351786,7749,7749,11229,11229,7749,11229,52434348,49119746,48578563,31847353,29730759,23655248,4913,11229,7749,11229,7749,7749,63701087,69778957,39866108,49391540,55285294,45920664,7749,15353,7749,15353,25536,7749,73098246,51316600,52998065,44621632,37242928,54421508,38300,11229,7749,15353,7749,11229,53849703,83198448,45659265,60015802,48578563,17508758,11229,15353,11229,11229,7749,7749,4913,7749,94012108,22384148,26896394,18628277,28092773,64013537,25535266,11674009,2720,4913
24260,404.333333333333,6.73888888888889,51594827,51316600,38661984,38423516,30991476,20461036,4913,15353,15353,11229,7749,4913,58515093,51594827,44107587,40598020,33818273,23471403,7749,11229,7749,11229,7749,11229,45398662,45398662,43596718,37712813,29938957,17666469,7749,7749,11229,11229,7749,11229,55865209,51873861,50762561,33596184,31204289,24398179,7749,11229,7749,11229,7749,7749,69451610,72762562,41584940,51594827,58515093,47772798,7749,11229,7749,11229,25536,7749,79283914,55285294,55574846,46974234,38661984,57624467,38300,11229,7749,15353,7749,11229,59112925,90579165,48040586,62459518,51039178,17824919,11229,15353,11229,11229,7749,7749,4913,7749,102697883,23105973,27891469,18954811,29730759,68474553,27292136,11801770,2720,4913
25160,419.333333333333,6.98888888888889,54996554,53849703,41584940,40109291,31847353,21323943,4913,15353,15353,15353,7749,4913,61843666,55285294,46974234,42584496,35394636,23839848,7749,11229,11229,11229,7749,11229,49119746,47772798,46709644,39623711,31204289,18144040,11229,11229,15353,15353,7749,11229,60318397,56156385,52998065,35394636,32497363,25343857,11229,15353,7749,11229,7749,7749,75813846,77538361,44621632,54421508,61536972,49664138,7749,15353,7749,15353,25536,7749,86109823,60621811,58813600,49664138,40353262,57920527,45652,11229,7749,15353,7749,11229,64640909,96730358,51873861,64640909,52998065,18144040,11229,15353,11229,11229,11229,7749,4913,7749,111381648,23655248,29110769,19616798,30779433,73772122,28497676,12059459,2720,4913
26060,434.333333333333,7.23888888888889,58515093,56448374,44107587,42083137,32934569,22027745,2720,15353,11229,11229,7749,4913,64640909,57624467,49937538,44107587,36543964,24398179,7749,11229,7749,11229,7749,11229,52153701,50486749,49664138,41337026,31632227,18466123,15353,7749,15353,15353,7749,11229,64326811,58813600,55865209,37242928,33374871,26308492,25536,20122,7749,11229,7749,7749,82120692,81763134,46974234,57034792,64640909,51594827,7749,11229,7749,11229,20122,7749,92477767,65271582,60926045,52153701,41584940,58515093,53650,11229,7749,15353,7749,11229,70436148,104322229,54996554,66862719,54708626,18144040,11229,15353,11229,11229,7749,7749,4913,7749,120012269,24398179,29938957,19952256,31847353,78583165,29730759,12059459,2720,4913
26960,449.333333333333,7.48888888888889,63389460,60015802,47239623,44107587,33596184,22384148,4913,15353,15353,11229,11229,4913,68474553,62151181,52715803,45659265,37712813,24774179,7749,11229,7749,7749,7749,11229,56448374,52998065,53565015,43342474,32715579,18628277,25536,7749,20122,20122,7749,11229,69125094,62768676,58217402,38901238,34264777,26896394,45652,31595,7749,11229,7749,7749,89075711,86477573,50486749,59413066,68474553,54135200,7749,11229,7749,15353,25536,7749,99888763,72093701,65271582,54996554,43089022,59112925,62296,11229,7749,15353,7749,11229,77191777,112228830,59112925,69451610,57034792,18466123,11229,15353,11229,11229,11229,7749,4913,7749,130837985,24963314,30991476,20461036,33154333,83198448,31847353,12189387,2720,4913
27860,464.333333333333,7.73888888888889,67827333,63389460,50211741,45920664,34264777,22743556,4913,15353,11229,11229,7749,4913,72762562,66542838,55865209,46974234,38661984,25535266,7749,11229,7749,11229,7749,11229,59714025,56448374,56741176,44621632,32934569,18791173,45652,7749,31595,25536,7749,11229,74449344,66223784,60318397,40598020,34489194,27491150,103359,53650,7749,11229,7749,7749,95949403,90957170,52153701,62151181,71096669,55574846,7749,11229,7749,11229,25536,7749,108444179,76501131,67504966,57624467,44107587,62151181,81530,11229,7749,15353,7749,11229,83559396,119572334,62151181,72093701,58813600,18628277,11229,15353,11229,11229,11229,7749,4913,7749,142180881,25343857,31847353,20803956,33818273,86477573,33374871,12320038,2720,4913
28760,479.333333333333,7.98888888888889,72762562,66862719,53849703,46974234,34264777,23105973,4913,15353,15353,11229,11229,4913,77885787,70436148,58813600,47772798,39141277,25727433,11229,11229,7749,11229,7749,11229,63389460,60015802,60318397,46445853,33154333,18954811,81530,11229,45652,38300,11229,11229,79283914,70107137,62459518,41833643,34940359,27891469,216680,103359,7749,11229,7749,7749,103508314,97122132,55285294,64640909,74449344,57329222,7749,15353,7749,15353,25536,7749,117385958,83198448,70765992,59413066,44879846,61231098,127784,11229,7749,15353,7749,11229,90202018,129456608,65905557,74449344,60621811,18628277,11229,15353,11229,11229,11229,7749,4913,7749,155567182,25920360,32715579,21323943,34489194,90202018,34714388,12451414,2720,4913
29660,494.333333333333,8.238888888888889,77885787,70436148,56448374,48040586,34041137,23288311,4913,15353,15353,11229,11229,4913,83198448,75129918,60926045,48309174,38901238,25535266,7749,11229,7749,11229,7749,11229,67827333,64013537,64640909,47505811,32934569,18954811,169301,7749,81530,71589,7749,11229,84283839,74449344,64955833,42584496,34940359,27891469,490026,200235,7749,11229,7749,7749,112653741,103508314,58813600,67504966,76501131,58813600,7749,15353,7749,15353,25536,7749,128083301,89075711,74789212,60926045,45659265,61843666,233778,11229,7749,15353,7749,11229,97908270,138818765,70436148,77191777,62151181,18791173,11229,15353,11229,11229,11229,7749,4913,11229,167498804,26114046,33154333,21498769,34489194,93627232,35622943,12451414,2720,4913
30560,509.333333333333,8.488888888888889,82120692,75471462,60015802,48848754,33818273,23105973,4913,15353,15353,11229,11229,4913,87957101,79988038,63701087,48578563,39141277,25727433,7749,11229,7749,11229,7749,11229,71096669,67183429,67504966,47772798,32715579,18791173,394114,7749,154811,115247,7749,11229,90202018,78933118,68150528,43596718,34714388,27690928,1052372,440755,7749,11229,7749,7749,122225268,109697829,61536972,71096669,79283914,60015802,7749,11229,7749,11229,20122,7749,137866313,95560220,79283914,62768676,45398662,64013537,417106,11229,7749,15353,7749,11229,105960523,148048117,73772122,79635554,63389460,18628277,11229,15353,11229,11229,11229,7749,4913,7749,180473502,26114046,33374871,21498769,34714388,97514769,36312538,12583513,2720,4913
31460,524.333333333333,8.738888888888889,87215631,80341367,63078657,48848754,32934569,22743556,4913,15353,15353,15353,11229,4913,94784441,86109823,66223784,49391540,38661984,25727433,7749,11229,7749,11229,7749,11229,75813846,72093701,69778957,47772798,32497363,18628277,841071,11229,308707,216680,7749,11229,96730358,83921193,70436148,44364212,33818273,27292136,2085278,943730,7749,11229,7749,7749,131763392,114362192,64955833,74110314,82120692,61536972,7749,15353,7749,15353,25536,7749,147061131,102697883,83559396,63389460,45398662,65588156,874626,11229,7749,15353,7749,11229,113933757,158119449,77885787,82838348,65271582,18466123,11229,15353,11229,11229,11229,7749,4913,7749,193989485,26114046,33374871,21498769,34041137,99093967,36776170,12716336,2720,4913
32360,539.333333333333,8.98888888888889,92477767,84283839,66223784,48578563,32279920,22743556,4913,15353,15353,11229,15353,4913,101488762,90579165,69125094,49391540,38185831,25535266,7749,11229,7749,11229,7749,11229,80341367,76157068,72762562,47505811,31632227,18304711,1880107,11229,653653,394114,7749,11229,103102663,87957101,72762562,45138857,33374871,26503698,4193043,1930387,7749,11229,7749,7749,140254233,120894803,68150528,77191777,83921193,63389460,7749,11229,7749,11229,20122,7749,157607153,109279069,87585939,64013537,44364212,63078657,1733308,11229,7749,15353,7749,11229,121337402,166969851,78933118,84647335,66542838,18144040,11229,15353,11229,11229,11229,7749,4913,7749,207455691,25727433,32934569,21149866,33596184,102293973,36543964,12849885,2720,4913
33260,554.333333333333,9.23888888888889,98697869,89450291,69778957,48309174,31632227,22384148,4913,15353,20122,15353,25536,7749,109279069,97122132,72762562,49664138,37242928,24774179,7749,11229,7749,11229,7749,11229,86109823,81050559,76846033,47505811,30991476,17984109,3970613,11229,1287649,808178,11229,11229,109697829,95171899,75471462,45138857,32715579,25535266,7349823,3970613,7749,11229,7749,7749,148048117,125812356,72762562,82479096,87215631,65905557,7749,15353,7749,15353,25536,7749,165914732,115652790,93627232,64955833,43596718,62768676,3544333,11229,7749,15353,7749,11229,127172240,173918861,81406424,86109823,67827333,17824919,15353,15353,11229,11229,11229,7749,4913,11229,220811442,25343857,32279920,20803956,32497363,104730493,36312538,13119159,2720,4913
34160,569.333333333333,9.48888888888889,104730493,94012108,71760523,48040586,30779433,21850670,4913,20122,20122,15353,31595,7749,115221708,101890933,75129918,49119746,36081893,24025203,7749,11229,7749,11229,7749,11229,92096330,85376877,78234055,47239623,29730759,17508758,6954296,11229,2586489,1592565,7749,11229,116951339,99888763,78234055,45659265,31632227,24774179,11170175,7249884,7749,11229,7749,7749,157607153,133158243,75813846,85376877,89825726,67827333,7749,15353,7749,15353,25536,7749,175001935,123563741,96730358,64955833,42333421,64640909,6570026,11229,7749,15353,7749,11229,136444417,180473502,86477573,87585939,67827333,17351786,11229,15353,11229,11229,11229,7749,4913,7749,232723290,24585801,31204289,20121104,31204289,108444179,35394636,13254885,2720,4913
35060,584.333333333333,9.73888888888889,111381648,99093967,74789212,47772798,29523328,21323943,4913,20122,25536,15353,53650,7749,122670535,108444179,77191777,48578563,34940359,23105973,7749,11229,7749,11229,7749,11229,97514769,90202018,81406424,46445853,28905639,17040058,10316162,11229,4897636,3014365,7749,11229,123563741,105139630,81050559,45138857,30568161,23655248,14940396,10556576,7749,11229,7749,7749,165914732,137391444,79283914,88701986,92860062,69451610,7749,15353,7749,11229,20122,7749,184359487,130837985,97908270,64955833,41089902,63701087,10078616,11229,7749,15353,7749,11229,144122060,188291666,89825726,88329116,68150528,17040058,11229,15353,11229,11229,11229,7749,4913,7749,245643286,23839848,30357657,19616798,29730759,110117467,34714388,13666424,2720,4913
35960,599.333333333333,9.98888888888889,117385958,103508314,78234055,46709644,28701275,21149866,4913,25536,31595,20122,81530,11229,129916170,113506204,79283914,48040586,33596184,22384148,11229,11229,7749,11229,7749,11229,103508314,94012108,84283839,45659265,27891469,16731281,13805059,11229,8388070,5658422,11229,11229,130376629,111804799,82479096,44879846,29523328,22743556,18791173,14366887,7749,11229,7749,7749,173378726,143149653,83198448,91336032,95560220,71760523,11229,20122,7749,15353,25536,7749,193415436,138342087,101890933,64640909,39382101,61536972,13805059,11229,11229,15353,7749,11229,152534806,195140435,92096330,90202018,68474553,16731281,11229,20122,11229,11229,11229,7749,4913,11229,258957623,23105973,29316665,19119192,28497676,112653741,33818273,14084515,2720,4913
36860,614.333333333333,10.2388888888889,122670535,108861186,80695540,45920664,27690928,20461036,4913,25536,45652,20122,154811,15353,135501001,118695125,81050559,47239623,32279920,21498769,11229,11229,7749,11229,7749,11229,108861186,99888763,85742925,45138857,26896394,16273640,17666469,15353,11930253,9269736,7749,11229,136917479,118695125,84283839,44107587,28905639,21674345,22563476,18304711,7749,11229,7749,7749,181579078,149535445,87585939,94784441,98697869,73772122,7749,25536,7749,15353,25536,7749,202714470,146077796,105139630,64013537,37712813,60621811,18144040,11229,11229,15353,7749,11229,160177852,202126126,94784441,90202018,67504966,16273640,11229,20122,11229,11229,11229,7749,4913,7749,269895314,22205571,28294842,18466123,26896394,114791509,33154333,14652180,2720,4913
37760,629.333333333333,10.4888888888889,128540174,113933757,82479096,45398662,26896394,19784154,7749,38300,62296,25536,251530,25536,141215742,122670535,82120692,46182860,30779433,20803956,15353,11229,7749,11229,7749,11229,115221708,103508314,87957101,44621632,25920360,15822620,20803956,15353,15231539,12849885,11229,11229,143149653,123563741,85742925,43342474,27891469,20976537,24774179,22384148,11229,15353,7749,7749,187727092,154046861,90579165,97122132,99490932,75129918,11229,31595,7749,15353,25536,11229,211051907,153037906,108444179,62768676,36312538,59413066,21323943,11229,15353,15353,11229,11229,167498804,206264636,96730358,90202018,66223784,16122565,15353,20122,15353,11229,11229,7749,4913,11229,281797494,21498769,27093884,17824919,25727433,117385958,32715579,15378210,2720,4913
38660,644.333333333333,10.7388888888889,133158243,118257850,83559396,44364212,26114046,19284317,11229,53650,103359,31595,440755,38300,147554168,128083301,83198448,44879846,29316665,20121104,15353,11229,7749,11229,7749,11229,120453092,107612794,89450291,43596718,24963314,15525613,22563476,20122,18791173,15972226,7749,11229,149535445,129456608,86846176,42584496,26896394,20290697,26503698,24774179,11229,11229,7749,7749,196873993,160694760,93627232,99490932,102293973,77191777,11229,38300,7749,15353,25536,7749,220811442,161731350,110537982,61843666,34940359,58217402,23655248,11229,20122,15353,11229,11229,175544875,211654642,99093967,90202018,64955833,15972226,11229,20122,15353,11229,11229,7749,4913,7749,292541387,20803956,25920360,17508758,24774179,120012269,32279920,16122565,2720,4913
39560,659.333333333333,10.9888888888889,138342087,123116693,85376877,43089022,25343857,18954811,15353,81530,169301,62296,808178,62296,154046861,133158243,83921193,43851755,28497676,19616798,25536,11229,7749,11229,7749,11229,126264757,111381648,90579165,42584496,24211313,15231539,24398179,31595,21850670,19284317,11229,11229,156075794,135030647,87585939,41584940,26114046,19616798,28092773,26699665,11229,15353,7749,7749,202714470,165914732,97514769,103102663,104322229,79635554,11229,53650,7749,15353,25536,7749,228293823,169623915,113079532,60621811,33596184,55865209,25343857,11229,25536,20122,11229,11229,184918395,219577967,99888763,89825726,62459518,15972226,15353,20122,20122,11229,11229,7749,4913,11229,301300845,20290697,24963314,17040058,23655248,122225268,32063250,17040058,2720,4913
40460,674.333333333333,11.2388888888889,143635402,128083301,86477573,41833643,24774179,18304711,31595,140972,269934,115247,1371419,115247,160694760,137866313,85011681,42333421,27491150,18954811,38300,15353,7749,11229,7749,11229,130837985,116084756,90957170,41584940,23471403,14940396,25535266,53650,24398179,21674345,7749,11229,161731350,139774838,88701986,40598020,25343857,18954811,29316665,28497676,15353,15353,7749,7749,208052658,170692056,99888763,105960523,106784910,81406424,11229,71589,7749,15353,31595,7749,235916507,175544875,115221708,58813600,32497363,55865209,26896394,11229,45652,20122,15353,11229,192270184,226410103,101087460,88329116,60015802,15972226,15353,20122,25536,11229,11229,7749,4913,11229,309459362,19784154,24025203,16885301,22924388,124011680,32279920,18466123,2720,4913
41360,689.333333333333,11.4888888888889,148048117,133624993,87215631,40598020,24398179,18144040,53650,269934,440755,269934,2301261,216680,168028687,142664813,86477573,41089902,26503698,18628277,62296,15353,7749,11229,7749,11229,135030647,120012269,90957170,40598020,22924388,14795922,27292136,92120,26308492,23655248,11229,11229,165914732,146077796,88701986,39382101,24585801,18628277,31204289,29523328,20122,15353,7749,7749,214075214,175001935,103508314,108444179,108444179,83198448,15353,103359,7749,15353,38300,7749,242376451,181579078,115221708,57329222,31632227,54708626,27690928,11229,71589,25536,20122,11229,200952304,232087581,102697883,87957101,57329222,16122565,20122,20122,38300,15353,11229,7749,4913,11229,316983776,19450185,23288311,16577998,22205571,125360849,32497363,19952256,2720,4913
42260,704.333333333333,11.7388888888889,152534806,136917479,87957101,39382101,23839848,17824919,115247,515649,744382,596472,3613662,371778,172301259,148048117,86846176,39866108,25727433,18144040,127784,20122,7749,11229,7749,11229,139296349,124011680,91715752,39382101,22384148,14509168,28092773,184442,28294842,24963314,7749,11229,172839526,150033050,89825726,38423516,24025203,18144040,32715579,31204289,31595,20122,7749,7749,220194220,180473502,105960523,110959376,109697829,84283839,20122,154811,11229,15353,45652,7749,248274497,187163464,116084756,56156385,30568161,53849703,28497676,11229,140972,25536,25536,11229,209249474,237844186,103508314,86477573,54421508,16425451,20122,25536,53650,11229,11229,7749,4913,7749,325379495,19119192,22743556,16577998,21498769,126718052,32934569,21674345,2720,4913
43160,719.333333333333,11.9888888888889,158119449,141215742,88701986,38423516,23471403,17666469,251530,1052372,1167008,1287649,5313338,713477,177179313,152032622,86846176,38661984,25153207,17984109,269934,25536,11229,11229,7749,11229,145098107,128083301,92096330,38423516,22027745,14509168,30357657,394114,30147923,26114046,7749,11229,176633564,151531355,90957170,37477479,23471403,17824919,34940359,33818273,53650,25536,7749,7749,226410103,184918395,108861186,114791509,110959376,86109823,25536,216680,11229,15353,62296,7749,253584348,189423650,117385958,54421508,29730759,53281136,30779433,11229,288993,38300,31595,11229,214682767,242376451,104322229,84647335,51316600,16885301,31595,38300,81530,15353,11229,7749,4913,11229,330011660,18954811,22205571,16577998,21149866,128997943,33596184,24025203,2720,4913
44060,734.333333333333,12.2388888888889,162251031,144609628,88329116,37477479,23288311,17508758,568871,2138259,1781568,2586489,7450467,1287649,181579078,156075794,86846176,37477479,24585801,17666469,624732,38300,11229,11229,7749,11229,150033050,130837985,92477767,37242928,21674345,14366887,34041137,808178,33374871,27891469,7749,11229,181579078,155059489,91336032,36312538,23105973,17508758,38185831,37009158,92120,31595,7749,7749,228923678,186600781,113079532,117385958,113506204,87957101,38300,308707,15353,15353,81530,11229,256935199,192842335,117385958,52715803,29110769,52153701,33374871,11229,568871,53650,45652,11229,218348366,243680231,103914836,82120692,48309174,17195553,45652,53650,140972,15353,11229,7749,4913,11229,333900290,18628277,21850670,16577998,20632123,129456608,34489194,26699665,2720,4913
44960,749.333333333333,12.4888888888889,168559499,148542979,89075711,36543964,22924388,17508758,1287649,4193043,2470362,4736214,9960918,2191916,186039042,158632666,86846176,36543964,24211313,17508758,1329200,53650,11229,11229,7749,11229,154046861,132692393,92096330,36776170,21323943,14366887,36776170,1638808,36776170,29110769,7749,11229,186039042,157607153,91715752,35622943,22743556,17351786,40109291,39866108,200235,45652,7749,7749,233997642,189423650,115221708,119133286,113933757,90202018,62296,417106,20122,15353,127784,7749,260988996,196295189,117385958,51316600,28497676,53281136,35394636,11229,1167008,81530,81530,11229,223290025,245643286,105139630,79988038,45398662,17824919,81530,92120,233778,20122,11229,7749,4913,11229,340176116,18628277,21498769,16731281,20461036,132227443,35167109,29110769,2720,4913
45860,764.333333333333,12.7388888888889,173378726,151031004,89075711,36081893,22743556,17351786,2705334,7653872,3340461,7653872,12451414,3544333,189991062,162251031,87215631,35394636,23655248,17351786,2826902,103359,15353,11229,7749,11229,157607153,135030647,92860062,35852028,21149866,14366887,38901238,3273874,40843567,31847353,7749,11229,189991062,159661867,92096330,34714388,22563476,17195553,42836363,43089022,417106,71589,7749,7749,238488707,192842335,118695125,122225268,116517605,91336032,127784,568871,31595,20122,216680,7749,265078638,199198734,116951339,49937538,28092773,52998065,37009158,11229,2356950,127784,127784,11229,228293823,247615214,105139630,77538361,42836363,18466123,140972,169301,417106,20122,11229,7749,4913,7749,344132352,18628277,21149866,16885301,20121104,134561195,36081893,32279920,2720,4913
